topo,run,sample_idx,sample_type,pbl_mean,pbl_max
n,3,24033,nose,1.5040338439575862e-05,1.5040338439575862e-05
n,3,24137,nose,1.507383058196865e-05,1.507383058196865e-05
n,3,24273,nose,1.423590219928883e-05,1.423590219928883e-05
n,3,24696,nose,1.5216619431157596e-05,1.5216619431157596e-05
n,3,24876,raw,1.5330055248341523e-05,1.5330055248341523e-05
n,3,24878,raw,1.69287777680438e-05,1.69287777680438e-05
n,3,24899,raw,1.7050988390110433e-05,1.7050988390110433e-05
n,3,25144,nose,1.3991484593134373e-05,1.3991484593134373e-05
n,3,25431,nose,1.6966596376732923e-05,1.6966596376732923e-05
n,3,25891,nose,1.5065641491673887e-05,1.5065641491673887e-05
n,3,25936,raw,1.5104873455129564e-05,1.5104873455129564e-05
n,3,26333,raw,1.549804255773779e-05,1.549804255773779e-05
n,3,26333,nose,1.4858926988381427e-05,1.4858926988381427e-05
n,3,26396,nose,1.5315396012738347e-05,1.5315396012738347e-05
n,3,26629,nose,1.8371199985267594e-05,1.8371199985267594e-05
n,3,27186,nose,1.713831807137467e-05,1.713831807137467e-05
n,3,27216,nose,1.9758783309953287e-05,1.9758783309953287e-05
n,3,27309,nose,1.773922485881485e-05,1.773922485881485e-05
n,3,27429,nose,1.5971718312357552e-05,1.5971718312357552e-05
n,3,28082,nose,1.4192914932209533e-05,1.4192914932209533e-05
n,3,28689,raw,1.5197585526038893e-05,1.5197585526038893e-05
n,3,28780,nose,1.6561258235014975e-05,1.6561258235014975e-05
n,3,29220,nose,1.6435238649137318e-05,1.6435238649137318e-05
n,3,29696,nose,1.6264610167127103e-05,1.6264610167127103e-05
n,3,30315,nose,1.6288558981614187e-05,1.6288558981614187e-05
n,3,30462,nose,1.474769214837579e-05,1.474769214837579e-05
n,3,30652,nose,1.4757378266949672e-05,1.4757378266949672e-05
n,3,30753,nose,1.5584606444463134e-05,1.5584606444463134e-05
n,3,30796,nose,1.3846763977198862e-05,1.3846763977198862e-05
n,3,31101,raw,1.7781245333026163e-05,1.7781245333026163e-05
n,3,31124,raw,1.6281124771921895e-05,1.6281124771921895e-05
n,3,31257,nose,1.5686035112594254e-05,1.5686035112594254e-05
n,3,31719,nose,2.025562571361661e-05,2.025562571361661e-05
n,3,31720,nose,1.4908238881616853e-05,1.4908238881616853e-05
n,3,31776,nose,1.3627743101096712e-05,1.3627743101096712e-05
n,3,31851,nose,1.59491719387006e-05,1.59491719387006e-05
n,3,31927,nose,1.531402267573867e-05,1.531402267573867e-05
n,3,32265,raw,1.5434481611009687e-05,1.5434481611009687e-05
n,3,32368,raw,1.5602570783812553e-05,1.5602570783812553e-05
n,3,32407,nose,1.57362283061957e-05,1.57362283061957e-05
n,3,32520,raw,1.4610739526688121e-05,1.4610739526688121e-05
n,3,32520,nose,1.554290429339744e-05,1.554290429339744e-05
n,3,32873,nose,1.696617982815951e-05,1.696617982815951e-05
n,3,33264,raw,1.3873704119760077e-05,1.3873704119760077e-05
n,3,33394,raw,1.4439998267334886e-05,1.4439998267334886e-05
n,3,33527,nose,1.5581534171360545e-05,1.5581534171360545e-05
n,3,34520,raw,1.4420131265069358e-05,1.4420131265069358e-05
n,3,34610,raw,1.5885203538346104e-05,1.5885203538346104e-05
n,3,34702,raw,1.588718623679597e-05,1.588718623679597e-05
n,3,34880,raw,1.547304964333307e-05,1.547304964333307e-05
n,3,34880,nose,1.5214349332381971e-05,1.5214349332381971e-05
n,3,35124,raw,1.4821705008216668e-05,1.4821705008216668e-05
n,3,35273,nose,2.042046980932355e-05,2.042046980932355e-05
n,3,36263,raw,1.6359586879843846e-05,1.6359586879843846e-05
n,3,36280,raw,1.3802328794554342e-05,1.3802328794554342e-05
n,3,36522,nose,1.6631809558020905e-05,1.6631809558020905e-05
n,3,36552,raw,1.5592600902891718e-05,1.5592600902891718e-05
n,3,36713,raw,1.605406760063488e-05,1.605406760063488e-05
n,3,36722,nose,1.7176496839965694e-05,1.7176496839965694e-05
n,3,36774,raw,1.5851455827942118e-05,1.5851455827942118e-05
n,3,36792,raw,1.6428686649305746e-05,1.6428686649305746e-05
n,3,36801,raw,1.678345688560512e-05,1.678345688560512e-05
n,3,36917,raw,1.4609299796575215e-05,1.4609299796575215e-05
n,3,36917,nose,1.3864042557543144e-05,1.3864042557543144e-05
n,3,37023,nose,1.558371150167659e-05,1.558371150167659e-05
n,3,37358,raw,1.4882262803439517e-05,1.4882262803439517e-05
n,3,37437,raw,1.6042029528762214e-05,1.6042029528762214e-05
n,3,37583,raw,1.5082045138115063e-05,1.5082045138115063e-05
n,3,37677,raw,1.3813651094096713e-05,1.3813651094096713e-05
n,3,37710,raw,1.4624311006627977e-05,1.4624311006627977e-05
n,3,37711,raw,1.3574827789852861e-05,1.3574827789852861e-05
n,3,37723,raw,1.3724287782679312e-05,1.3724287782679312e-05
n,3,37800,raw,1.6231804693234153e-05,1.6231804693234153e-05
n,3,37819,raw,1.6280833733617328e-05,1.6280833733617328e-05
n,3,37957,nose,1.5023268133518286e-05,1.5023268133518286e-05
n,3,38007,nose,2.1534369807341136e-05,2.1534369807341136e-05
n,3,38035,nose,1.578770206833724e-05,1.578770206833724e-05
n,3,38304,nose,1.5688594430685043e-05,1.5688594430685043e-05
n,3,38306,raw,1.2637828149308916e-05,1.2637828149308916e-05
n,3,38330,raw,1.3054641385679133e-05,1.3054641385679133e-05
n,3,38332,raw,1.222336959472159e-05,1.222336959472159e-05
n,3,38349,raw,1.2980816791241523e-05,1.2980816791241523e-05
n,3,38357,nose,1.688958036538679e-05,1.688958036538679e-05
n,3,38490,raw,1.289439205720555e-05,1.289439205720555e-05
n,3,38493,raw,1.1869372428918723e-05,1.1869372428918723e-05
n,3,38502,raw,1.353320840280503e-05,1.353320840280503e-05
n,3,38682,raw,1.304319994233083e-05,1.304319994233083e-05
n,3,39050,nose,1.6805914128781296e-05,1.6805914128781296e-05
n,3,39168,nose,1.5952678950270638e-05,1.5952678950270638e-05
n,3,39333,raw,1.5994675777619705e-05,1.5994675777619705e-05
n,3,39503,nose,1.4472808288701344e-05,1.4472808288701344e-05
n,3,39540,raw,1.5791158148203976e-05,1.5791158148203976e-05
n,3,39561,raw,1.4072562407818623e-05,1.4072562407818623e-05
n,3,39561,nose,1.4731407645740546e-05,1.4731407645740546e-05
n,3,39619,raw,1.6846444850671105e-05,1.6846444850671105e-05
n,3,39673,raw,1.7801072317524813e-05,1.7801072317524813e-05
n,3,39675,raw,1.6749283531680703e-05,1.6749283531680703e-05
n,3,39859,raw,1.3106424376019277e-05,1.3106424376019277e-05
n,3,39961,raw,1.3798969121125992e-05,1.3798969121125992e-05
n,3,40144,raw,1.2039210560033098e-05,1.2039210560033098e-05
n,3,40198,raw,1.2650350072362926e-05,1.2650350072362926e-05
n,3,40207,raw,1.2596214219229296e-05,1.2596214219229296e-05
n,3,40301,raw,1.2406391761032864e-05,1.2406391761032864e-05
n,3,40317,raw,1.2582362614921294e-05,1.2582362614921294e-05
n,3,40333,raw,1.431913460692158e-05,1.431913460692158e-05
n,3,40351,raw,1.256738141819369e-05,1.256738141819369e-05
n,3,40376,raw,1.2765320207108743e-05,1.2765320207108743e-05
n,3,40406,raw,1.2997203157283366e-05,1.2997203157283366e-05
n,3,40599,nose,1.5735786291770637e-05,1.5735786291770637e-05
n,3,40693,raw,1.3631416550197173e-05,1.3631416550197173e-05
n,3,40710,raw,1.2992815754842013e-05,1.2992815754842013e-05
n,3,40743,raw,1.2550404790090397e-05,1.2550404790090397e-05
n,3,40804,raw,1.2397521459206473e-05,1.2397521459206473e-05
n,3,40826,raw,1.2149286703788675e-05,1.2149286703788675e-05
n,3,40841,raw,1.2292826795601286e-05,1.2292826795601286e-05
n,3,40854,raw,1.2852528925577644e-05,1.2852528925577644e-05
n,3,41032,raw,1.3269681403471623e-05,1.3269681403471623e-05
n,3,41032,nose,1.4448445654124953e-05,1.4448445654124953e-05
n,3,41369,raw,1.5219113265629858e-05,1.5219113265629858e-05
n,3,41490,raw,1.125963080994552e-05,1.125963080994552e-05
n,3,41510,raw,1.24360094559961e-05,1.24360094559961e-05
n,3,41541,raw,1.2255456567800138e-05,1.2255456567800138e-05
n,3,41546,raw,1.1808067938545719e-05,1.1808067938545719e-05
n,3,41629,raw,1.3050709640083369e-05,1.3050709640083369e-05
n,3,41642,raw,1.2592786333698314e-05,1.2592786333698314e-05
n,3,41665,raw,1.2989338756597135e-05,1.2989338756597135e-05
n,3,41678,raw,1.3865308574168012e-05,1.3865308574168012e-05
n,3,41772,raw,1.2377808161545545e-05,1.2377808161545545e-05
n,3,41772,nose,1.4188730347086675e-05,1.4188730347086675e-05
n,3,41788,raw,1.3122178643243387e-05,1.3122178643243387e-05
n,3,41791,raw,1.3950594620837364e-05,1.3950594620837364e-05
n,3,41801,raw,1.2798993338947184e-05,1.2798993338947184e-05
n,3,41810,raw,1.2326857358857524e-05,1.2326857358857524e-05
n,3,41822,raw,1.4910685422364622e-05,1.4910685422364622e-05
n,3,41845,raw,1.498448818892939e-05,1.498448818892939e-05
n,3,41940,raw,1.3532355296774767e-05,1.3532355296774767e-05
n,3,42013,raw,1.3060755918559153e-05,1.3060755918559153e-05
n,3,42076,raw,1.4405381079996005e-05,1.4405381079996005e-05
n,3,42085,raw,1.5339561286964454e-05,1.5339561286964454e-05
n,3,42277,raw,1.441287349734921e-05,1.441287349734921e-05
n,3,42424,raw,1.2999348655284848e-05,1.2999348655284848e-05
n,3,42428,raw,1.322352636634605e-05,1.322352636634605e-05
n,3,42474,raw,1.2014570529572666e-05,1.2014570529572666e-05
n,3,42545,raw,1.1023668776033446e-05,1.1023668776033446e-05
n,3,42567,raw,1.3141023373464122e-05,1.3141023373464122e-05
n,3,42567,nose,1.5427447578986175e-05,1.5427447578986175e-05
n,3,42574,raw,1.2445972970454022e-05,1.2445972970454022e-05
n,3,42639,nose,1.4968567484174855e-05,1.4968567484174855e-05
n,3,42709,raw,1.2582007002492901e-05,1.2582007002492901e-05
n,3,42709,nose,1.589658495504409e-05,1.589658495504409e-05
n,3,42721,nose,1.5846237147343345e-05,1.5846237147343345e-05
n,3,42734,raw,1.219981368194567e-05,1.219981368194567e-05
n,3,42841,nose,1.579163654241711e-05,1.579163654241711e-05
n,3,42856,raw,1.3321805454324931e-05,1.3321805454324931e-05
n,3,43062,raw,1.3753762686974369e-05,1.3753762686974369e-05
n,3,43062,nose,1.4693005141452886e-05,1.4693005141452886e-05
n,3,43130,raw,1.1382993761799298e-05,1.1382993761799298e-05
n,3,43130,nose,1.6378095097024925e-05,1.6378095097024925e-05
n,3,43146,raw,1.2174792573205195e-05,1.2174792573205195e-05
n,3,43202,raw,1.2293636245885864e-05,1.2293636245885864e-05
n,3,43231,raw,1.2523978512035683e-05,1.2523978512035683e-05
n,3,43237,raw,1.2453367162379436e-05,1.2453367162379436e-05
n,3,43247,raw,1.1826527952507604e-05,1.1826527952507604e-05
n,3,43258,raw,1.2978080121683888e-05,1.2978080121683888e-05
n,3,43271,raw,1.2123462511226535e-05,1.2123462511226535e-05
n,3,43305,nose,1.4014699445397127e-05,1.4014699445397127e-05
n,3,43448,raw,1.2730505659419578e-05,1.2730505659419578e-05
n,3,43459,raw,1.3297627447173e-05,1.3297627447173e-05
n,3,43474,raw,1.1872109098476358e-05,1.1872109098476358e-05
n,3,43475,raw,1.1918657037313096e-05,1.1918657037313096e-05
n,3,43529,raw,1.2192866051918827e-05,1.2192866051918827e-05
n,3,43533,raw,1.4954583093640395e-05,1.4954583093640395e-05
n,3,43571,raw,1.3868722817278467e-05,1.3868722817278467e-05
n,3,43588,raw,1.2226414582983125e-05,1.2226414582983125e-05
n,3,43602,raw,1.5414849258377217e-05,1.5414849258377217e-05
n,3,43605,raw,1.1869635272887535e-05,1.1869635272887535e-05
n,3,43628,raw,1.232738395628985e-05,1.232738395628985e-05
n,3,43648,raw,1.2462420272640884e-05,1.2462420272640884e-05
n,3,43675,raw,1.185752080345992e-05,1.185752080345992e-05
n,3,43899,raw,1.2759172022924758e-05,1.2759172022924758e-05
n,3,44052,raw,1.2337013686192222e-05,1.2337013686192222e-05
n,3,44052,nose,1.5502651876886375e-05,1.5502651876886375e-05
n,3,44054,raw,1.2887498996860813e-05,1.2887498996860813e-05
n,3,44061,raw,1.1476834515633527e-05,1.1476834515633527e-05
n,3,44104,raw,1.1785773494921159e-05,1.1785773494921159e-05
n,3,44196,nose,1.7034246411640197e-05,1.7034246411640197e-05
n,3,44205,raw,1.2864445125160273e-05,1.2864445125160273e-05
n,3,44221,raw,1.3274669072416145e-05,1.3274669072416145e-05
n,3,44229,raw,1.4180041034705937e-05,1.4180041034705937e-05
n,3,44233,raw,1.4587256373488344e-05,1.4587256373488344e-05
n,3,44296,raw,1.2226808394188993e-05,1.2226808394188993e-05
n,3,44319,raw,1.242696544068167e-05,1.242696544068167e-05
n,3,44420,raw,1.2034764949930832e-05,1.2034764949930832e-05
n,3,44420,nose,1.6698555555194616e-05,1.6698555555194616e-05
n,3,44432,raw,1.2221755241625942e-05,1.2221755241625942e-05
n,3,44432,nose,1.3585895430878736e-05,1.3585895430878736e-05
n,3,44452,raw,1.3321006917976774e-05,1.3321006917976774e-05
n,3,44546,raw,1.3572486750490498e-05,1.3572486750490498e-05
n,3,44548,raw,1.3849676179233938e-05,1.3849676179233938e-05
n,3,44604,raw,1.3425898032437544e-05,1.3425898032437544e-05
n,3,44604,nose,1.4549051229550969e-05,1.4549051229550969e-05
n,3,44676,raw,1.2779090866388287e-05,1.2779090866388287e-05
n,3,44730,raw,1.3721069080929738e-05,1.3721069080929738e-05
n,3,44730,nose,1.4830922737019137e-05,1.4830922737019137e-05
n,3,44749,raw,1.1789599739131518e-05,1.1789599739131518e-05
n,3,44771,raw,1.396197058056714e-05,1.396197058056714e-05
n,3,44780,nose,1.5989880921551958e-05,1.5989880921551958e-05
n,3,44976,raw,1.2401504136505537e-05,1.2401504136505537e-05
n,3,45060,raw,1.1791115866799373e-05,1.1791115866799373e-05
n,3,45147,raw,1.3199866771174129e-05,1.3199866771174129e-05
n,3,45159,raw,1.223954950546613e-05,1.223954950546613e-05
n,3,45160,raw,1.1383300261513796e-05,1.1383300261513796e-05
n,3,45169,raw,1.1874551091750618e-05,1.1874551091750618e-05
n,3,45175,raw,1.2032138329232112e-05,1.2032138329232112e-05
n,3,45195,raw,1.192336276290007e-05,1.192336276290007e-05
n,3,45196,raw,1.2235396752657834e-05,1.2235396752657834e-05
n,3,45205,raw,1.1406335033825599e-05,1.1406335033825599e-05
n,3,45255,raw,1.2773615708283614e-05,1.2773615708283614e-05
n,3,45309,raw,1.3144815056875814e-05,1.3144815056875814e-05
n,3,45428,raw,1.2297076864342671e-05,1.2297076864342671e-05
n,3,45519,raw,1.2070574484823737e-05,1.2070574484823737e-05
n,3,45524,raw,1.2452889677661005e-05,1.2452889677661005e-05
n,3,45532,raw,1.2639885426324327e-05,1.2639885426324327e-05
n,3,45537,raw,1.3484112059813924e-05,1.3484112059813924e-05
n,3,45647,raw,1.2433294614311308e-05,1.2433294614311308e-05
n,3,45660,raw,1.2518886251200456e-05,1.2518886251200456e-05
n,3,45674,raw,1.1904731763934251e-05,1.1904731763934251e-05
n,3,45691,raw,1.2302016330068e-05,1.2302016330068e-05
n,3,45765,raw,1.1464751878520474e-05,1.1464751878520474e-05
n,3,45771,raw,1.2942108696734067e-05,1.2942108696734067e-05
n,3,45795,raw,1.272067311219871e-05,1.272067311219871e-05
n,3,45804,raw,1.181530660687713e-05,1.181530660687713e-05
n,3,46002,raw,1.1830044059024658e-05,1.1830044059024658e-05
n,3,46127,raw,1.3444975593301933e-05,1.3444975593301933e-05
n,3,46127,nose,1.4206889318302274e-05,1.4206889318302274e-05
n,3,46144,raw,1.1888091648870613e-05,1.1888091648870613e-05
n,3,46202,raw,1.2593137398653198e-05,1.2593137398653198e-05
n,3,46202,nose,1.53960136231035e-05,1.53960136231035e-05
n,3,46248,raw,1.2742068975057919e-05,1.2742068975057919e-05
n,3,46250,raw,1.3349062101042364e-05,1.3349062101042364e-05
n,3,46265,raw,1.2134621101722587e-05,1.2134621101722587e-05
n,3,46279,raw,1.2056419109285343e-05,1.2056419109285343e-05
n,3,46436,raw,1.226968288392527e-05,1.226968288392527e-05
n,3,46471,raw,1.2427259207470343e-05,1.2427259207470343e-05
n,3,46471,nose,1.512456492491765e-05,1.512456492491765e-05
n,3,46546,raw,1.164681998488959e-05,1.164681998488959e-05
n,3,46562,nose,1.7719594325171784e-05,1.7719594325171784e-05
n,3,46652,raw,1.2692793461610563e-05,1.2692793461610563e-05
n,3,46779,raw,1.2023876479361206e-05,1.2023876479361206e-05
n,3,46799,raw,1.1615710718615446e-05,1.1615710718615446e-05
n,3,46826,raw,1.1831784831883851e-05,1.1831784831883851e-05
n,3,46988,raw,1.3290469723870046e-05,1.3290469723870046e-05
n,3,47093,raw,1.2067438547092024e-05,1.2067438547092024e-05
n,3,47186,raw,1.3148984180588741e-05,1.3148984180588741e-05
n,3,47237,raw,1.2384311048663221e-05,1.2384311048663221e-05
n,3,47271,raw,1.2784244063368533e-05,1.2784244063368533e-05
n,3,47418,raw,1.2596469787240494e-05,1.2596469787240494e-05
n,3,47512,raw,1.3145027878636029e-05,1.3145027878636029e-05
n,3,47540,raw,1.3589435184258036e-05,1.3589435184258036e-05
n,3,47627,raw,1.265799073735252e-05,1.265799073735252e-05
n,3,47648,raw,1.1758008440665435e-05,1.1758008440665435e-05
n,3,47729,raw,1.3467420103552286e-05,1.3467420103552286e-05
n,3,47772,raw,1.3111334737914149e-05,1.3111334737914149e-05
n,3,47791,nose,1.4522131095873192e-05,1.4522131095873192e-05
n,3,47827,raw,1.4534566616930533e-05,1.4534566616930533e-05
n,3,47827,nose,1.4002579519001301e-05,1.4002579519001301e-05
n,3,47832,raw,1.1980268027400598e-05,1.1980268027400598e-05
n,3,47848,raw,1.2724539374175947e-05,1.2724539374175947e-05
n,3,47883,raw,1.3017671335546765e-05,1.3017671335546765e-05
n,3,47943,raw,1.3095420399622526e-05,1.3095420399622526e-05
n,3,48150,raw,1.1747875760192983e-05,1.1747875760192983e-05
n,3,48177,raw,1.2750376299663913e-05,1.2750376299663913e-05
n,3,48253,raw,1.186721601698082e-05,1.186721601698082e-05
n,3,48303,nose,1.3910123925597873e-05,1.3910123925597873e-05
n,3,48439,raw,1.2838554539484903e-05,1.2838554539484903e-05
n,3,48441,raw,1.3311620023159776e-05,1.3311620023159776e-05
n,3,48511,nose,1.5166960110946093e-05,1.5166960110946093e-05
n,3,48564,raw,1.1950445696129464e-05,1.1950445696129464e-05
n,3,48569,raw,1.2388876712066121e-05,1.2388876712066121e-05
n,3,48617,raw,1.1839798389701173e-05,1.1839798389701173e-05
n,3,48633,raw,1.1523623470566235e-05,1.1523623470566235e-05
n,3,48654,raw,1.1573481060622726e-05,1.1573481060622726e-05
n,3,48670,raw,1.2543836419354193e-05,1.2543836419354193e-05
n,3,48695,raw,1.2899397006549407e-05,1.2899397006549407e-05
n,3,48848,raw,1.3312862392922398e-05,1.3312862392922398e-05
n,3,48848,nose,1.668623008299619e-05,1.668623008299619e-05
n,3,48853,raw,1.4585842109227087e-05,1.4585842109227087e-05
n,3,48892,raw,1.673018414294347e-05,1.673018414294347e-05
n,3,48990,raw,1.3480926099873614e-05,1.3480926099873614e-05
n,3,48999,raw,1.2729905392916407e-05,1.2729905392916407e-05
n,3,49079,raw,1.4642623682448175e-05,1.4642623682448175e-05
n,3,49079,nose,2.200267044827342e-05,2.200267044827342e-05
n,3,49135,raw,1.5062497368489858e-05,1.5062497368489858e-05
n,3,49184,nose,2.3222399249789305e-05,2.3222399249789305e-05
n,3,49193,raw,1.5453639207407832e-05,1.5453639207407832e-05
n,3,49296,raw,1.5284822438843548e-05,1.5284822438843548e-05
n,3,49333,raw,1.5112516848603263e-05,1.5112516848603263e-05
n,3,49358,nose,1.638199682929553e-05,1.638199682929553e-05
n,3,49406,raw,1.5172408893704414e-05,1.5172408893704414e-05
n,3,49428,raw,1.4119205843599048e-05,1.4119205843599048e-05
n,3,49430,raw,1.562143734190613e-05,1.562143734190613e-05
n,3,49438,raw,1.4254223970056046e-05,1.4254223970056046e-05
n,3,49455,raw,1.4159022612147965e-05,1.4159022612147965e-05
n,3,49463,raw,1.4645146620750893e-05,1.4645146620750893e-05
n,3,49463,nose,1.3372286957746837e-05,1.3372286957746837e-05
n,3,49500,raw,1.3659135220223106e-05,1.3659135220223106e-05
n,3,49533,raw,1.5300840459531173e-05,1.5300840459531173e-05
n,3,49583,raw,1.3670687621925026e-05,1.3670687621925026e-05
n,3,49583,nose,1.538733340566978e-05,1.538733340566978e-05
n,3,49589,raw,1.3683563338418026e-05,1.3683563338418026e-05
n,3,49589,nose,1.6941276044235565e-05,1.6941276044235565e-05
n,3,49596,raw,1.5470764992642216e-05,1.5470764992642216e-05
n,3,49621,raw,1.340686867479235e-05,1.340686867479235e-05
n,3,49622,raw,1.4083320820645895e-05,1.4083320820645895e-05
n,3,49663,raw,1.2922500900458544e-05,1.2922500900458544e-05
n,3,49715,raw,1.3138509530108422e-05,1.3138509530108422e-05
n,3,49727,raw,1.3558235878008418e-05,1.3558235878008418e-05
n,3,49727,nose,2.219701673311647e-05,2.219701673311647e-05
n,3,49736,raw,1.463811167923268e-05,1.463811167923268e-05
n,3,49783,raw,1.3291562027006876e-05,1.3291562027006876e-05
n,3,49933,nose,1.665311719989404e-05,1.665311719989404e-05
n,3,49941,raw,1.2756032447214238e-05,1.2756032447214238e-05
n,3,49981,raw,1.6182240869966336e-05,1.6182240869966336e-05
n,3,49990,raw,1.4677300896437373e-05,1.4677300896437373e-05
n,3,50001,raw,1.567279832670465e-05,1.567279832670465e-05
n,3,50001,nose,1.602084557816852e-05,1.602084557816852e-05
n,3,50003,raw,1.4388165254786145e-05,1.4388165254786145e-05
n,3,50031,raw,1.4334266779769678e-05,1.4334266779769678e-05
n,3,50107,raw,1.4636530977440998e-05,1.4636530977440998e-05
n,3,50155,raw,1.2404887456796132e-05,1.2404887456796132e-05
n,3,50162,raw,1.2998955753573682e-05,1.2998955753573682e-05
n,3,50200,raw,1.3016705452173483e-05,1.3016705452173483e-05
n,3,50214,raw,1.4774122064409312e-05,1.4774122064409312e-05
n,3,50235,raw,1.4454632037086412e-05,1.4454632037086412e-05
n,3,50275,raw,1.5425455785589293e-05,1.5425455785589293e-05
n,3,50277,raw,1.5343239283538423e-05,1.5343239283538423e-05
n,3,50332,raw,1.2860999959229957e-05,1.2860999959229957e-05
n,3,50333,raw,1.3528454473998863e-05,1.3528454473998863e-05
